0, 1
25, 0
50, 1
75, 0
100, 3
125, 4
150, 1
175, 3
200, 4
225, 2
250, 1
275, 3
300, 3
325, 3
350, 4
375, 1
400, 5
425, 5
450, 3
475, 0
500, 4
525, 2
550, 1
575, 5
600, 3
625, 1
650, 2
675, 3
700, 4
725, 5
750, 1
775, 2
800, 2
825, 3
850, 2
875, 4
900, 5
925, 2
950, 2
975, 2
1000, 2
1025, 0
1050, 4
1075, 3
1100, 3
1125, 3
1150, 3
1175, 2
1200, 3
1225, 2
1250, 5
1275, 3
1300, 4
1325, 4
1350, 4
1375, 2
1400, 1
1425, 0
1450, 5
1475, 2
1500, 2
1525, 2
1550, 2
1575, 2
1600, 3
1625, 5
1650, 3
1675, 5
1700, 2
1725, 1
1750, 2
1775, 3
1800, 1
1825, 4
1850, 1
1875, 5
1900, 3
1925, 2
1950, 3
1975, 3
2000, 3
2025, 4
2050, 0
2075, 3
2100, 1
2125, 5
2150, 5
2175, 4
2200, 4
2225, 2
2250, 4
2275, 6
2300, 0
2325, 3
2350, 3
2375, 0
2400, 1
2425, 3
2450, 6
2475, 4
2500, 2
2525, 2
2550, 3
2575, 0
2600, 4
2625, 2
2650, 1
2675, 5
2700, 2
2725, 3
2750, 1
2775, 2
2800, 5
2825, 4
2850, 3
2875, 5
2900, 4
2925, 5
2950, 2
2975, 3
3000, 6
3025, 4
3050, 1
3075, 4
3100, 4
3125, 2
3150, 2
3175, 3
3200, 5
3225, 6
3250, 3
3275, 3
3300, 1
3325, 1
3350, 6
3375, 3
3400, 4
3425, 2
3450, 2
3475, 1
3500, 7
3525, 4
3550, 5
3575, 4
3600, 8
3625, 2
3650, 2
3675, 2
3700, 1
3725, 3
3750, 5
3775, 3
3800, 4
3825, 7
3850, 8
3875, 4
3900, 6
3925, 3
3950, 1
3975, 5
4000, 5
4025, 1
4050, 4
4075, 7
4100, 2
4125, 1
4150, 5
4175, 4
4200, 2
4225, 1
4250, 2
4275, 4
4300, 2
4325, 7
4350, 3
4375, 1
4400, 2
4425, 2
4450, 2
4475, 2
4500, 1
4525, 4
4550, 4
4575, 4
4600, 5
4625, 1
4650, 4
4675, 3
4700, 4
4725, 5
4750, 2
4775, 3
4800, 3
4825, 3
4850, 7
4875, 3
4900, 4
4925, 2
4950, 3
4975, 4
5000, 2
5025, 0
5050, 3
5075, 3
5100, 9
5125, 2
5150, 3
5175, 4
5200, 2
5225, 1
5250, 4
5275, 0
5300, 4
5325, 4
5350, 2
5375, 1
5400, 8
5425, 3
5450, 3
5475, 4
5500, 3
5525, 4
5550, 4
5575, 4
5600, 5
5625, 5
5650, 4
5675, 5
5700, 3
5725, 4
5750, 3
5775, 4
5800, 6
5825, 2
5850, 2
5875, 4
5900, 5
5925, 1
5950, 3
5975, 1
6000, 7
6025, 4
6050, 5
6075, 3
6100, 4
6125, 4
6150, 1
6175, 8
6200, 2
6225, 5
6250, 1
6275, 1
6300, 4
6325, 4
6350, 4
6375, 4
6400, 0
6425, 6
6450, 2
6475, 2
6500, 2
6525, 6
6550, 5
6575, 3
6600, 4
6625, 3
6650, 3
6675, 3
6700, 4
6725, 3
6750, 1
6775, 5
6800, 2
6825, 3
6850, 1
6875, 3
6900, 4
6925, 1
6950, 4
6975, 5
7000, 2
7025, 3
7050, 5
7075, 2
7100, 3
7125, 2
7150, 4
7175, 6
7200, 5
7225, 4
7250, 5
7275, 3
7300, 4
7325, 1
7350, 4
7375, 6
7400, 1
7425, 1
7450, 4
7475, 5
7500, 2
7525, 5
7550, 2
7575, 2
7600, 4
7625, 8
7650, 3
7675, 3
7700, 6
7725, 3
7750, 5
7775, 3
7800, 3
7825, 3
7850, 4
7875, 2
7900, 2
7925, 4
7950, 4
7975, 5
8000, 2
8025, 4
8050, 3
8075, 4
8100, 5
8125, 2
8150, 4
8175, 6
8200, 5
8225, 2
8250, 1
8275, 6
8300, 2
8325, 2
8350, 4
8375, 2
8400, 5
8425, 0
8450, 2
8475, 1
8500, 3
8525, 3
8550, 5
8575, 3
8600, 1
8625, 8
8650, 3
8675, 3
8700, 5
8725, 2
8750, 3
8775, 1
8800, 1
8825, 3
8850, 1
8875, 6
8900, 4
8925, 5
8950, 1
8975, 3
9000, 3
9025, 4
9050, 3
9075, 3
9100, 5
9125, 5
9150, 3
9175, 7
9200, 4
9225, 4
9250, 3
9275, 4
9300, 6
9325, 0
9350, 4
9375, 7
9400, 4
9425, 3
9450, 3
9475, 3
9500, 5
9525, 2
9550, 4
9575, 7
9600, 5
9625, 2
9650, 4
9675, 2
9700, 3
9725, 1
9750, 1
9775, 1
9800, 1
9825, 3
9850, 4
9875, 1
9900, 2
9925, 1
9950, 3
9975, 5
10000, 5
10025, 2
10050, 3
10075, 2
10100, 5
10125, 1
